word,percentage_known,Prevalence
commensurate,0.9,1.234
commensurately,0.77,0.735
commensurateness,0.51,0.015
commensuration,0.8,0.828
comment,0.99,2.313
commentarial,0.54,0.09699999999999999
commentary,0.99,2.24
commentate,0.89,1.2229999999999999
commentator,0.98,2.005
commenter,0.89,1.222
commerce,1.0,2.336
commercial,1.0,2.436
commercialism,0.99,2.1180000000000003
commercialist,0.93,1.452
commercialistic,0.84,0.982
commerciality,0.85,1.0070000000000001
commercialization,0.99,2.259
commercialize,0.99,2.186
commercially,1.0,2.437
commie,0.7,0.53
comminatory,0.28,-0.581
commingle,0.62,0.293
comminute,0.23,-0.733
commiserate,0.95,1.625
commiseration,0.93,1.456
commiserative,0.82,0.899
commiseratively,0.74,0.629
commissar,0.72,0.5670000000000001
commissarial,0.66,0.415
commissariat,0.62,0.297
commissary,0.95,1.599
commission,1.0,2.333
commissionaire,0.78,0.748
commissioner,0.99,2.083
commissionership,0.76,0.684
commissural,0.52,0.06
commissure,0.44,-0.142
commit,0.98,1.9680000000000002
commitment,1.0,2.435
committable,0.94,1.5490000000000002
committal,0.93,1.4780000000000002
committee,0.99,2.1959999999999997
committeeman,0.72,0.564
committeewoman,0.77,0.727
committer,0.83,0.948
commix,0.11,-1.181
commixture,0.34,-0.4
commode,0.93,1.43
commodification,0.7,0.505
commodious,0.68,0.452
commodiously,0.67,0.42200000000000004
commodiousness,0.54,0.105
commodity,0.98,2.009
commodore,0.95,1.6480000000000001
common,1.0,2.435
commonage,0.32,-0.449
commonality,0.94,1.5319999999999998
commonalty,0.6,0.257
commoner,0.98,2.044
commonly,0.99,2.23
commonness,0.89,1.2229999999999999
commonplace,0.99,2.073
commonplaceness,0.67,0.446
commons,0.98,1.99
commonsense,0.87,1.121
commonsensible,0.42,-0.21100000000000002
commonsensical,0.73,0.599
commonweal,0.38,-0.314
commonwealth,0.99,2.16
commotion,0.99,2.169
commotional,0.69,0.49
commove,0.11,-1.21
communal,0.98,1.9240000000000002
communalism,0.91,1.291
communalist,0.84,0.963
communalistic,0.76,0.696
communality,0.84,0.982
communalization,0.85,1.0390000000000001
communalize,0.8,0.8390000000000001
communally,0.97,1.781
communard,0.3,-0.522
commune,0.97,1.869
communicability,0.95,1.56
communicable,0.98,1.9669999999999999
communicableness,0.57,0.18
communicably,0.88,1.162
communicant,0.85,1.022
communicate,0.99,2.323
communicating,1.0,2.428
communication,1.0,2.438
communicational,0.77,0.743
communicative,1.0,2.431
communicatively,0.9,1.24
communicativeness,0.83,0.925
communicator,0.99,2.2680000000000002
communicatory,0.8,0.8440000000000001
communion,0.99,2.2159999999999997
communique,0.67,0.441
communism,0.99,2.167
communist,1.0,2.344
communistic,0.87,1.127
communistically,0.65,0.381
communitarian,0.72,0.5720000000000001
community,1.0,2.576
communization,0.69,0.49700000000000005
communize,0.84,0.995
commutability,0.92,1.392
commutable,0.95,1.5759999999999998
commutate,0.57,0.166
commutation,0.76,0.706
commutative,0.87,1.117
commutatively,0.78,0.759
commute,0.99,2.263
commuter,0.98,1.9080000000000001
commuting,0.99,2.0669999999999997
comorbid,0.37,-0.322
comorbidity,0.49,-0.027000000000000003
comp,0.73,0.5920000000000001
compact,1.0,2.424
compacted,1.0,2.421
compacter,0.83,0.929
compaction,0.82,0.893
compactly,0.96,1.7109999999999999
compactness,0.96,1.655
compactor,0.97,1.8559999999999999
companion,1.0,2.425
companionability,0.79,0.785
companionable,0.89,1.194
companionableness,0.53,0.081
companionably,0.81,0.856
companionate,0.55,0.114
companionless,0.96,1.662
companionship,0.99,2.1630000000000003
companionway,0.47,-0.08
company,1.0,2.576
comparability,0.96,1.733
comparable,0.99,2.234
comparableness,0.75,0.677
comparably,0.98,1.885
comparative,0.99,2.248
comparatively,0.99,2.248
comparativeness,0.87,1.101
comparator,0.6,0.252
compare,0.99,2.104
comparer,0.79,0.7859999999999999
comparison,0.99,2.251
compartment,0.99,2.32
compartmental,0.96,1.751
compartmentalization,0.95,1.6480000000000001
compartmentalize,0.96,1.69
compartmentally,0.95,1.58
compass,0.99,2.319
compassable,0.4,-0.252
compasses,0.97,1.8019999999999998
compassing,0.86,1.071
compassion,1.0,2.354
compassionate,0.99,2.229
compassionately,0.99,2.327
compassionateness,0.55,0.11199999999999999
compassionless,0.95,1.59
compatibility,1.0,2.576
compatible,1.0,2.435
compatibly,0.9,1.258
compatriot,0.9,1.262
compatriotic,0.55,0.114
compatriotism,0.72,0.584
compeer,0.11,-1.198
compel,0.92,1.3630000000000002
compellable,0.76,0.684
compellation,0.74,0.624
compeller,0.78,0.763
compelling,0.99,2.3169999999999997
compellingly,0.98,1.94
compendia,0.58,0.198
compendious,0.58,0.188
compendiously,0.53,0.085
compendiousness,0.42,-0.193
compendium,0.83,0.929
compensable,0.75,0.665
compensate,1.0,2.441
compensating,1.0,2.438
compensation,0.99,2.254
compensational,0.88,1.163
compensative,0.84,0.975
compensator,0.97,1.8219999999999998
compensatory,0.97,1.775
compete,0.98,2.044
competence,0.99,2.17
competency,0.99,2.081
competent,1.0,2.576
competently,0.97,1.8519999999999999
competition,1.0,2.445
competitive,1.0,2.4219999999999997
competitively,1.0,2.44
competitiveness,0.99,2.162
competitor,0.99,2.3080000000000003
compilation,1.0,2.435
compile,0.99,2.186
compiler,0.95,1.6340000000000001
complacence,0.94,1.482
complacency,0.98,2.051
complacent,0.99,2.059
complacently,0.97,1.817
complain,1.0,2.576
complainant,0.84,0.998
complainer,0.99,2.177
complainingly,0.76,0.685
complaint,1.0,2.434
complaisance,0.7,0.513
complaisant,0.65,0.376
complaisantly,0.55,0.12300000000000001
complement,0.98,1.9980000000000002
complementally,0.49,-0.03
complementariness,0.61,0.27899999999999997
complementarity,0.65,0.375
complementary,0.99,2.2680000000000002
complementation,0.71,0.544
complete,1.0,2.3409999999999997
completely,1.0,2.431
completeness,0.99,2.137
completer,0.73,0.606
completion,1.0,2.431
completive,0.7,0.507
complex,0.99,2.313
complexion,0.98,2.04
complexional,0.5,0.006
complexioned,0.69,0.498
complexity,1.0,2.576
complexly,0.78,0.747
complexness,0.69,0.48700000000000004
compliable,0.88,1.143
compliance,1.0,2.576
compliancy,0.93,1.48
compliant,1.0,2.576
compliantly,0.93,1.444
complicacy,0.6,0.255
complicate,1.0,2.427
complicated,1.0,2.576
complicatedly,0.84,0.997
complicatedness,0.74,0.645
complication,1.0,2.437
complicit,0.97,1.8230000000000002
complicity,0.95,1.643
complier,0.82,0.914
compliment,0.99,2.2319999999999998
complimentarily,0.89,1.207
complimentary,0.99,2.263
compline,0.34,-0.413
complot,0.15,-1.0170000000000001
complotter,0.11,-1.19
comply,0.98,2.003
compo,0.26,-0.632
component,1.0,2.335
componential,0.62,0.304
comport,0.67,0.42200000000000004
comportment,0.62,0.297
compos,0.28,-0.59
compose,1.0,2.576
composed,1.0,2.576
composedly,0.73,0.607
composedness,0.64,0.349
composer,0.99,2.312
composite,0.99,2.22
compositely,0.82,0.893
compositeness,0.72,0.57
composition,0.99,2.324
compositional,0.96,1.716
compositionally,0.93,1.429
compositor,0.83,0.9229999999999999
compost,1.0,2.4419999999999997
composure,0.99,2.245
compotation,0.28,-0.5820000000000001
compotator,0.14,-1.044
compote,0.79,0.784
compound,0.99,2.256
compoundable,0.96,1.669
compounder,0.9,1.28
compounding,0.99,2.181
comprador,0.19,-0.86
comprehend,1.0,2.576
comprehendible,0.77,0.736
comprehendingly,0.81,0.853
comprehensibility,0.97,1.8659999999999999
comprehensible,0.99,2.24
comprehensibleness,0.7,0.526
comprehensibly,0.95,1.5719999999999998
comprehension,1.0,2.44
comprehensive,1.0,2.576
comprehensively,0.99,2.171
comprehensiveness,0.97,1.8090000000000002
compress,1.0,2.576
compressed,1.0,2.439
compressibility,0.91,1.337
compressible,0.95,1.6369999999999998
compression,1.0,2.576
compressive,0.95,1.6340000000000001
compressively,0.8,0.8140000000000001
compressor,1.0,2.331
comprisable,0.75,0.665
comprisal,0.65,0.38799999999999996
comprise,0.98,1.94
comprised,0.99,2.158
compromise,1.0,2.576
compromiser,0.95,1.618
compromising,1.0,2.576
compromisingly,0.89,1.21
comptometer,0.25,-0.652
comptroller,0.68,0.456
comptrollership,0.58,0.193
compulsion,0.99,2.1430000000000002
compulsive,1.0,2.3409999999999997
compulsively,1.0,2.432
compulsiveness,1.0,2.331
compulsivity,0.87,1.111
compulsorily,0.75,0.682
compulsoriness,0.52,0.040999999999999995
compulsory,0.98,2.025
compunction,0.77,0.74
compunctious,0.62,0.311
compurgation,0.16,-0.987
compurgator,0.08,-1.3869999999999998
computability,0.95,1.6230000000000002
computable,0.99,2.233
computably,0.73,0.62
computation,0.98,1.8880000000000001
computational,0.93,1.4280000000000002
compute,1.0,2.44
computer,1.0,2.576
computerization,0.97,1.756
computerize,0.96,1.65
computerized,0.99,2.122
computerphobia,0.63,0.335
computing,1.0,2.576
comrade,0.99,2.064
comradely,0.61,0.28300000000000003
comradeship,0.87,1.128
con,0.98,1.891
conation,0.29,-0.5379999999999999
conational,0.37,-0.33299999999999996
conative,0.36,-0.35200000000000004
conatus,0.11,-1.189
concatenate,0.44,-0.149
concatenation,0.5,-0.003
concave,0.98,1.916
concavely,0.85,1.0290000000000001
concaveness,0.89,1.219
concavity,0.88,1.1520000000000001
conceal,1.0,2.33
concealable,0.99,2.313
concealed,1.0,2.437
concealment,0.98,2.004
concede,0.99,2.065
conceded,0.98,1.895
concededly,0.6,0.253
conceder,0.7,0.526
conceit,0.98,2.045
conceited,0.99,2.147
conceitedly,0.95,1.636
conceitedness,0.93,1.475
conceivability,0.95,1.567
conceivable,0.99,2.224
conceivableness,0.74,0.633
conceivably,0.97,1.8559999999999999
conceive,0.99,2.265
conceiver,0.95,1.614
concelebrate,0.3,-0.521
concentrate,1.0,2.335
concentrated,0.99,2.074
concentration,1.0,2.576
concentrative,0.71,0.547
concentrator,0.91,1.307
concentric,0.92,1.3530000000000002
concentrically,0.9,1.251
concentricity,0.81,0.866
concept,1.0,2.576
conceptacle,0.28,-0.58
conception,1.0,2.576
conceptive,0.85,1.004
conceptual,0.99,2.168
conceptualism,0.95,1.571
conceptualist,0.96,1.745
conceptualistic,0.86,1.08
conceptuality,0.92,1.3630000000000002
conceptualization,0.96,1.69
conceptualize,0.97,1.8430000000000002
conceptually,0.99,2.319
concern,0.99,2.2569999999999997
concerned,1.0,2.434
concernedly,0.81,0.878
concernedness,0.73,0.611
concerning,1.0,2.576
concernment,0.63,0.33
concert,1.0,2.338
concerted,0.95,1.633
concertedly,0.87,1.097
concertgoer,0.78,0.759
concertina,0.78,0.752
concertino,0.7,0.512
concertize,0.52,0.057999999999999996
concertmaster,0.87,1.123
concerto,0.92,1.3730000000000002
concession,1.0,2.439
concessionaire,0.75,0.655
concessional,0.92,1.3869999999999998
concessionary,0.92,1.3730000000000002
concessioner,0.81,0.88
concessive,0.72,0.578
conch,0.92,1.401
concha,0.3,-0.525
conchie,0.25,-0.667
conchiferous,0.26,-0.623
conchologist,0.34,-0.41700000000000004
conchs,0.65,0.376
concierge,0.97,1.8659999999999999
conciliar,0.46,-0.09300000000000001
conciliate,0.78,0.7759999999999999
conciliating,0.82,0.893
conciliation,0.9,1.247
conciliator,0.77,0.725
conciliatorily,0.8,0.8220000000000001
conciliatoriness,0.47,-0.07400000000000001
conciliatory,0.9,1.237
concinnity,0.09,-1.341
concise,0.99,2.0980000000000003
concisely,1.0,2.347
conciseness,0.94,1.505
concision,0.62,0.309
conclave,0.94,1.515
conclavist,0.65,0.375
conclude,1.0,2.44
concluder,0.71,0.557
concluding,1.0,2.434
conclusion,1.0,2.444
conclusive,1.0,2.445
conclusively,0.99,2.173
conclusiveness,0.97,1.8559999999999999
concoct,0.87,1.11
concocter,0.77,0.7240000000000001
concoction,0.98,1.979
concoctive,0.76,0.7120000000000001
concoctor,0.77,0.7190000000000001
concomitance,0.49,-0.034
concomitancy,0.49,-0.027000000000000003
concomitant,0.51,0.035
concomitantly,0.47,-0.085
concord,0.96,1.736
concordance,0.9,1.284
concordant,0.88,1.149
concordantly,0.81,0.863
concordat,0.4,-0.24100000000000002
concourse,0.96,1.652
concrescence,0.37,-0.317
concrete,0.99,2.255
concretely,0.96,1.656
concreteness,0.86,1.078
concreter,0.52,0.045
concretion,0.6,0.256
concretionary,0.34,-0.415
concretive,0.5,0.011000000000000001
concretize,0.44,-0.155
concubinage,0.55,0.124
concubinary,0.61,0.27899999999999997
concubine,0.95,1.599
concupiscence,0.4,-0.251
concupiscent,0.41,-0.226
concur,0.99,2.169
concurrence,0.98,1.982
concurrency,0.88,1.1740000000000002
concurrent,0.98,2.01
concurrently,0.97,1.875
concurring,0.98,1.956
concurringly,0.74,0.643
concuss,0.86,1.057
concussion,0.99,2.263
concussive,0.9,1.2409999999999999
condemn,0.97,1.8659999999999999
condemnable,0.94,1.499
condemnation,0.99,2.251
condemnatory,0.83,0.9259999999999999
condemned,0.99,2.101
condemner,0.87,1.0959999999999999
condemning,0.98,1.969
condemningly,0.85,1.028
condensability,0.89,1.219
condensable,0.93,1.445
condensate,0.88,1.138
condensates,0.85,1.0290000000000001
condensation,1.0,2.434
condensational,0.74,0.634
condense,0.99,2.171
condensed,0.99,2.267
condenser,0.96,1.6909999999999998
condescend,1.0,2.3369999999999997
condescendence,0.86,1.079
condescending,0.99,2.189
condescendingly,0.98,1.98
condescension,0.94,1.528
condign,0.13,-1.12
condignly,0.12,-1.155
condiment,0.99,2.099
condimental,0.47,-0.087
condition,0.99,2.32
conditional,1.0,2.44
conditionality,0.91,1.295
conditionally,1.0,2.345
conditioned,0.99,2.239
conditioner,0.99,2.322
conditioning,0.99,2.313
condo,0.96,1.706
condolatory,0.49,-0.022000000000000002
condole,0.68,0.455
condolence,0.99,2.171
condoler,0.39,-0.278
condoling,0.58,0.188
condolingly,0.46,-0.10099999999999999
condom,0.99,2.322
condominium,0.95,1.608
condonable,0.87,1.092
condone,0.99,2.072
condoner,0.83,0.9309999999999999
condor,0.92,1.3619999999999999
conduce,0.77,0.725
conducer,0.66,0.401
conducing,0.83,0.9490000000000001
conducive,0.96,1.7309999999999999
conduciveness,0.92,1.3719999999999999
conduct,1.0,2.4459999999999997
conductance,0.67,0.449
conductibility,0.96,1.75
conductible,0.93,1.472
conduction,0.97,1.807
conductional,0.65,0.39
conductive,0.99,2.1630000000000003
conductively,0.91,1.291
conductivity,0.98,2.032
conductor,0.99,2.125
conductorship,0.83,0.929
conductress,0.73,0.605
conduit,0.97,1.785
condylar,0.07,-1.4680000000000002
condyle,0.11,-1.218
cone,0.98,2.052
coned,0.87,1.115
coneflower,0.5,0.003
conenose,0.17,-0.937
cones,0.98,1.952
confab,0.6,0.247
confabulate,0.59,0.22899999999999998
confabulation,0.72,0.581
confabulator,0.57,0.171
confabulatory,0.6,0.243
confect,0.62,0.293
confection,0.97,1.757
confectionary,0.98,1.903
confectioner,0.95,1.626
confectionery,0.94,1.5319999999999998
confederacy,0.98,1.923
confederate,0.99,2.197
confederation,0.99,2.108
confederative,0.73,0.607
confer,0.93,1.463
conferee,0.53,0.073
conference,1.0,2.336
conferencing,0.96,1.7409999999999999
conferential,0.51,0.028999999999999998
conferment,0.57,0.174
conferrable,0.79,0.8109999999999999
conferral,0.65,0.37
conferrer,0.68,0.455
confess,1.0,2.44
confessable,0.79,0.805
confessant,0.62,0.303
confessedly,0.62,0.309
confessing,0.99,2.161
confession,1.0,2.576
confessional,1.0,2.437
confessionary,0.84,0.961
confessor,0.98,1.994
confetti,0.99,2.166
confidant,0.96,1.746
confide,0.99,2.198
confidence,0.99,2.326
confident,1.0,2.447
confidential,1.0,2.439
confidentiality,1.0,2.431
confidentially,0.99,2.247
confidentialness,0.44,-0.14400000000000002
confidently,0.99,2.276
confider,0.85,1.024
confiding,0.99,2.1
confidingly,0.75,0.675
confidingness,0.27,-0.612
configuration,1.0,2.426
configurationally,0.72,0.563
configurative,0.91,1.325
configure,1.0,2.44
confinable,0.91,1.301
confine,0.99,2.061
confined,1.0,2.435
confinement,0.99,2.182
confiner,0.8,0.847
confining,0.99,2.2
confirm,0.99,2.1790000000000003
confirmable,0.94,1.5390000000000001
confirmation,0.99,2.316
confirmative,0.85,1.03
confirmatively,0.68,0.45299999999999996
confirmatory,0.85,1.034
confirmed,0.99,2.165
confirmedly,0.65,0.392
confirmer,0.91,1.3130000000000002
confirming,1.0,2.428
confiscate,0.98,1.94
confiscation,0.96,1.75
confiscator,0.9,1.246
confiscatory,0.65,0.37
confit,0.7,0.51
conflagrant,0.73,0.604
conflagrate,0.76,0.6990000000000001
conflagration,0.8,0.831
conflate,0.72,0.5760000000000001
conflated,0.74,0.623
conflation,0.66,0.419
conflict,1.0,2.576
conflicting,0.99,2.247
conflictingly,0.85,1.041
confliction,0.8,0.838
conflictive,0.81,0.8590000000000001
confluence,0.9,1.234
confluent,0.86,1.064
conflux,0.67,0.43799999999999994
confocal,0.32,-0.46
conform,0.98,2.01
conformability,0.92,1.392
conformable,0.84,0.961
conformableness,0.37,-0.317
conformably,0.59,0.237
conformal,0.57,0.182
conformance,0.78,0.774
conformant,0.81,0.8540000000000001
conformation,0.94,1.494
conformational,0.82,0.897
conformer,0.95,1.631
conformism,0.93,1.473
conformist,1.0,2.339
conformity,0.99,2.161
confound,0.97,1.8230000000000002
confounded,0.97,1.827
confoundedly,0.91,1.3030000000000002
confoundedness,0.92,1.3630000000000002
confounder,0.83,0.945
confounding,0.97,1.857
confraternal,0.48,-0.052000000000000005
confraternity,0.45,-0.122
confrere,0.25,-0.6509999999999999
confront,0.99,2.195
confrontation,1.0,2.426
confrontational,0.99,2.327
confronter,0.93,1.452
confrontment,0.6,0.252
confusability,0.79,0.8029999999999999
confusable,0.81,0.878
confuse,1.0,2.576
confused,1.0,2.445
confusedly,0.87,1.0859999999999999
confusedness,0.61,0.289
confuser,0.8,0.8220000000000001
confusing,0.99,2.3280000000000003
confusingly,0.97,1.8630000000000002
confusion,1.0,2.331
confutation,0.37,-0.342
confutative,0.29,-0.545
confute,0.45,-0.134
confuter,0.09,-1.288
conga,0.89,1.196
congeal,0.96,1.671
congealable,0.85,1.003
congealer,0.85,1.032
congealment,0.82,0.914
congee,0.37,-0.33299999999999996
congener,0.24,-0.706
congenial,0.97,1.825
congeniality,0.98,1.932
congenially,0.97,1.776
congenital,0.95,1.633
congenitally,0.94,1.544
conger,0.47,-0.086
congest,0.94,1.5319999999999998
congested,0.99,2.23
congestible,0.82,0.922
congestion,0.99,2.113
congestive,0.98,1.985
conglobation,0.23,-0.732
conglobe,0.11,-1.193
conglomerate,0.94,1.556
conglomeratic,0.48,-0.051
conglomeration,0.9,1.25
conglutinate,0.39,-0.28600000000000003
conglutination,0.34,-0.406
congou,0.03,-1.788
congrats,0.91,1.3030000000000002
congratulant,0.65,0.37799999999999995
congratulate,0.99,2.318
congratulation,0.94,1.5119999999999998
congratulations,1.0,2.576
congratulator,0.88,1.137
congratulatory,0.99,2.315
congregant,0.82,0.9179999999999999
congregate,0.98,1.973
congregation,0.99,2.195
congregational,0.97,1.8130000000000002
congregationalism,0.86,1.085
congregationally,0.9,1.245
congregative,0.75,0.6709999999999999
congregator,0.87,1.0959999999999999
congress,1.0,2.427
congressional,0.98,2.0340000000000003
congressionalist,0.85,1.041
congressionally,0.96,1.723
congressman,0.99,2.252
congresswoman,0.97,1.821
congruence,0.94,1.547
congruency,0.94,1.555
congruent,0.96,1.736
congruently,0.94,1.528
congruity,0.92,1.349
congruous,0.89,1.182
congruously,0.85,1.013
congruousness,0.73,0.617
conic,0.69,0.49700000000000005
conical,0.9,1.284
conically,0.81,0.8759999999999999
conics,0.47,-0.079
conidia,0.1,-1.284
conidial,0.14,-1.084
conifer,0.95,1.578
coniferous,0.92,1.386
conium,0.15,-1.032
conjecturable,0.77,0.716
conjecturably,0.62,0.293
conjectural,0.87,1.115
conjecturally,0.83,0.927
conjecture,0.98,1.9509999999999998
conjecturer,0.9,1.2690000000000001
conjoin,0.95,1.5730000000000002
conjoined,0.98,1.969
conjoiner,0.87,1.114
conjoint,0.64,0.345
conjointly,0.89,1.196
conjugal,0.91,1.341
conjugality,0.74,0.634
conjugally,0.7,0.521
conjugant,0.79,0.8
conjugate,0.97,1.818
conjugated,0.98,1.9069999999999998
conjugation,0.96,1.729
conjugational,0.88,1.17
conjugative,0.9,1.253
conjunct,0.87,1.102
conjunction,0.99,2.193
conjunctional,0.9,1.255
conjunctiva,0.62,0.297
conjunctive,0.98,2.049
conjunctively,0.92,1.365
conjunctivitis,0.93,1.4169999999999998
conjunctly,0.71,0.5589999999999999
conjuncture,0.93,1.43
conjuration,0.61,0.27899999999999997
conjure,0.99,2.238
conjurer,0.97,1.806
conjuror,0.93,1.412
conk,0.75,0.657
conker,0.64,0.36700000000000005
conman,0.9,1.28
connate,0.43,-0.17600000000000002
connately,0.17,-0.925
connation,0.44,-0.14300000000000002
connatural,0.21,-0.813
connaturally,0.2,-0.8390000000000001
connect,1.0,2.426
connectable,0.98,1.936
connected,1.0,2.343
connectedly,0.79,0.7979999999999999
connectedness,0.89,1.199
connectible,0.92,1.354
connection,0.99,2.31
connectional,0.71,0.5489999999999999
connectionism,0.64,0.344
connective,0.99,2.0580000000000003
connectively,0.93,1.452
connectivity,1.0,2.331
connector,0.99,2.0669999999999997
conning,0.72,0.5760000000000001
conniption,0.61,0.281
connivance,0.59,0.23
connive,0.79,0.799
conniver,0.65,0.385
connoisseur,0.97,1.76
connoisseurship,0.69,0.479
connotation,0.97,1.837
connotative,0.85,1.034
connotatively,0.76,0.7120000000000001
connote,0.69,0.495
connubial,0.49,-0.027999999999999997
connubiality,0.36,-0.348
connubially,0.34,-0.397
conquer,0.99,2.158
conquerable,0.97,1.881
conquerer,0.97,1.8330000000000002
conquering,0.99,2.225
conqueringly,0.7,0.514
conqueror,1.0,2.347
conquest,0.99,2.3280000000000003
conquistador,0.9,1.256
consanguine,0.52,0.052000000000000005
consanguineous,0.48,-0.04
consanguineously,0.5,0.011000000000000001
consanguinity,0.49,-0.025
conscience,1.0,2.342
conscienceless,0.75,0.657
conscientious,0.98,1.9269999999999998
conscientiously,0.97,1.879
conscientiousness,0.96,1.6909999999999998
conscionable,0.78,0.7709999999999999
conscionably,0.62,0.31
conscious,0.99,2.1719999999999997
consciously,0.99,2.116
consciousness,0.99,2.063
conscribe,0.86,1.044
conscript,0.93,1.473
conscription,0.91,1.3019999999999998
consecrate,0.95,1.571
consecrated,0.94,1.49
consecration,0.95,1.56
consecrator,0.83,0.9390000000000001
consecratory,0.7,0.505
