"word","AoA","Prevalence","concreteness","valence","arousal","dominance"
"swinger","8","2.33","3.29","4.37","5.81","4.96"
"swipe","6","2.58","4.26","4.47","3.68","5"
"swirl","2","2.43","3.93","6.45","4.58","5.12"
"swish","12","1.6","3.04","5.79","3.95","5.8"
"switch","2","2.32","4.07","5.29","3.9","6"
"switchblade","6","2.17","5","3.45","5.71","4.44"
"switchboard","4","2.44","4.61","4.86","3.65","5.31"
"swivel","8","2.17","3.9","5.26","4.62","5.52"
"swoon","12","1.9","3","5.76","3.83","5.67"
"swoop","6","2.25","3.19","5.16","5.62","5.04"
"sword","2","2.44","4.93","5.27","5.95","6"
"swordfish","2","2.43","4.89","6.15","5.15","5.19"
"swordplay","12","1.83","4.09","4.94","6.14","4.96"
"swordsman","10","2.13","4.7","5.25","4.72","4.68"
"sycamore","6","1.78","4.48","6.36","3.68","4.81"
"syllable","2","2.25","3.26","4.95","2.5","5.7"
"syllabus","14","2","4.07","4.86","2.95","4.74"
"symbol","4","2.58","3.11","5.67","2.77","4.96"
"symbolic","8","2.26","2.11","6.48","3.74","5.55"
"symbolism","8","2.25","1.41","6.62","3.52","5.3"
"symbolize","8","2.44","2.4","5.75","4.41","6.29"
"symmetrical","12","2.23","3.61","5.76","3.24","5.05"
"symmetry","12","2","2.79","5.27","3.19","6.42"
"sympathetic","6","2.58","1.77","6.67","3.29","6.3"
"sympathize","6","2.33","1.54","6","3.73","7.05"
"sympathy","6","2.43","1.88","6.57","3.08","5.9"
"symphony","6","2.43","4.21","7.15","4.19","5.62"
"symposium","14","1.52","3.58","4.86","4.04","6"
"symptom","6","2.33","3.19","3.33","4.17","5"
"synagogue","8","1.99","4.54","4.85","2.56","4.64"
"synapse","14","1.56","3.61","5.42","3.95","5.14"
"synchronize","12","2.27","2.73","6.26","4.04","6.05"
"syndicate","10","2.1","2.33","4.35","3.06","4.67"
"syndrome","14","2.32","2.48","4.33","4.68","3.77"
"synergy","13","1.73","1.48","5.42","4.29","5.39"
"synonymous","12","2.23","2.22","5.24","3.41","5.47"
"synthetic","6","2.22","3","4.76","3.61","5.05"
"syphilis","10","1.92","3.93","2.17","4.59","3.27"
"syringe","10","2.24","4.81","3.05","4.81","5.39"
"syrup","6","2.58","4.76","6.44","3.11","5.25"
"system","6","2.26","2.94","5.5","3.38","5.65"
"systematic","8","2.43","2","4.62","3.52","4.65"
"tab","8","2.26","4.14","5.09","4.42","5.71"
"tabernacle","6","1.34","4.04","5.65","3.52","5.7"
"table","2","2.33","4.9","5.49","3","5.84"
"tablecloth","2","2.14","4.85","5.33","2.81","6.28"
"tablet","2","2.58","4.82","6.21","3.65","6.1"
"tabloid","12","2","4.07","4.84","3.32","3.93"
"taboo","10","2.15","1.67","4.53","5.06","3.94"
"tack","4","2.18","4.5","4.42","2.85","5"
"tackle","6","2.33","4.28","5.38","4.43","5.2"
"tacky","12","2.17","2.58","3.68","4.05","4.58"
"tact","10","2.32","1.76","5.71","3.95","5.94"
"tactful","10","2.17","2.21","6.18","3.62","6.32"
"tactical","8","2.27","2.08","5.05","4.27","5.46"
"tad","12","2.01","2.09","5.45","3.68","5.58"
"tadpole","2","2.26","4.86","6","4.17","5.32"
"taffy","2","1.44","4.79","5.95","3.45","5"
"tag","2","2.42","4.25","4.79","3.29","5.88"
"tail","4","2.44","4.96","5.3","3.27","5.32"
"tailgate","8","2.19","3.93","4.81","4.57","4.8"
"tailor","4","2.35","4.67","5.29","3.61","6.17"
"taint","13","2.43","2.19","3.77","4.43","4.45"
"take","2","2.34","3.06","4.82","4.52","4.83"
"taker","10","2.16","2.3","3.17","3.82","3.7"
"tale","2","2.2","3.23","5.95","3.09","6.19"
"talent","4","2.58","2.19","6.3","5.6","6.11"
"talisman","14","1.57","4.15","5.68","4.6","4.83"
"talk","2","2.44","4.07","6.64","3.38","6.44"
"talkative","2","2.44","3","5.56","4.45","5.79"
"talker","2","2.32","4.39","4.55","4.05","6"
"tall","2","2.32","3.36","6.71","3.85","6.47"
"tally","8","2.02","3.07","4.74","3.44","6.29"
"talon","10","1.75","4.8","5.06","4.9","4.72"
"tambourine","12","1.89","4.86","6.1","3.33","6.04"
"tame","2","2.43","2.04","6.14","3.65","5.47"
"tamper","6","2.06","3.04","3.33","5.55","4.63"
"tampon","12","2.45","4.86","3.1","4.22","5.54"
"tan","2","2.43","4.29","6.05","3.75","5.5"
"tang","6","1.29","4.42","4.62","4.05","5.32"
"tangerine","4","2.58","4.81","6.81","3.9","6"
"tangible","10","2.26","2.77","5.63","4.18","6.56"
"tangle","2","2.11","3.96","3.95","4.52","4.35"
"tango","8","2.12","4.1","5.47","4.48","6.04"
"tank","4","2.44","4.8","4.71","4.32","4.92"
"tanker","4","2.07","4.68","4.74","4","5.33"
"tantrum","8","2.07","3.37","3.15","5.05","3.4"
"tap","2","2.22","4.29","5.33","3.95","6.12"
"tape","2","2.33","4.9","5.5","3.4","5.11"
"tapestry","10","2.21","4.52","5.65","2.67","5.6"
"tapeworm","10","2.34","4.93","2.19","4.9","3.33"
"tapioca","6","1.5","4.64","5.48","3.74","5.67"
"taps","10","2.23","3.75","4.79","3.14","4.58"
"tar","4","2.01","4.78","3.9","3.65","5.1"
"tarantula","8","1.98","4.83","3.37","6.76","4.04"
"tardiness","4","2.06","2.47","2.95","5.05","4.3"
"tardy","4","2.08","2.31","3.47","4.3","4.35"
"target","4","2.58","4.11","5.24","5.35","6.42"
"tarmac","14","1.47","4.8","4.76","3.1","5.35"
"tarot","13","1.54","3.4","3.9","3.96","4.77"
"tarp","12","1.41","4.85","4.79","2.9","4.36"
"tart","6","2.42","3.27","5.43","4.8","5.68"
"tartar","12","1.75","4.4","4.52","2.73","5.38"
"task","4","2.18","2.84","6.05","3.83","6.18"
"tassel","8","1.5","4.73","4.95","4.78","5.32"
"taste","2","2.2","4.07","6.63","4.56","7.33"
"tasteful","12","2.44","2.21","6.89","4.73","6.54"
"tasteless","4","2.58","2.54","3.25","3.86","5.4"
"tasty","2","2.26","2.86","6.89","5.28","6.18"
"tattletale","2","1.43","3.52","2.95","6.1","4.7"
"tattoo","2","2.58","4.71","4.45","5","6.63"
"taunt","12","2.06","2.93","3.4","4.85","3.23"
"taut","12","1.31","3.92","4.25","4.29","4.73"
"tavern","6","2.23","4.78","5.55","4.22","5"
"tawdry","12","0.99","1.96","3.9","3.35","3.37"
"tax","2","2.33","3.89","3","4.52","3.05"
"taxi","4","2.1","4.93","4.79","3.79","4.53"
"taxicab","4","1.67","5","5","3.8","5.24"
"taxpayer","4","2.32","4.14","4.05","2.96","5.06"
"tea","2","2.58","4.69","6.56","2.05","6"
"teach","4","2.43","3.15","7.06","3.47","5.78"
"teacher","2","2.33","4.52","7.37","2.9","5.95"
"teacup","4","2.17","4.92","6.5","3.57","5.58"
"teahouse","12","1.47","4.57","6.44","2.76","5.61"
"teal","13","2.17","4.07","5.7","3.73","5.7"
"team","2","2.32","3.79","5.91","3.38","6.53"
"teammate","2","1.85","4.15","6.2","3.74","5.68"
"teamwork","2","2.34","2.37","6.26","4.64","5.54"
"teapot","2","2.32","4.96","6","3.39","5.67"
"tear","2","2.33","4.56","3.14","4.8","5.68"
"tearful","4","2.32","3.5","3.67","4.92","3.42"
"tease","4","2.24","2.59","4.17","5.21","5.24"
"teaspoon","2","2.34","4.76","5.25","2.47","5.43"
"technical","8","2.58","1.97","5","5.28","6.24"
"technicality","12","2.03","1.93","4.21","4.36","4.3"
"technician","8","2.33","4.1","5.65","3.33","4.81"
"technique","6","2.58","2.4","7","3.45","5.68"
"technology","10","2.43","3.24","5.53","4.62","5.2"
"tedious","12","2.25","1.97","3.62","4.37","4.1"
"tee","4","2.07","4.59","5.4","3.68","6.15"
"teenage","4","2.33","3.52","5.8","5.26","5.05"
"teens","4","2.43","3.69","5.58","3.96","4"
"teeny","4","1.71","3.17","5.62","3.74","5"
"teeth","2","2.33","4.96","5","3.8","5.65"
"telegram","2","2.32","4.63","5.27","4.14","5.14"
"telepathy","10","2.24","2.17","5","5.7","5.26"
"telephone","2","2.31","4.96","5.71","4.3","6.74"
"telescope","2","2.22","5","6.75","3.38","6.07"
"telethon","12","1.51","3.89","3.11","3","5.29"
"television","4","2.33","4.83","7.18","4.1","6.21"
"tell","2","2.26","2.9","5.27","3.86","4.94"
"teller","4","2.05","4.38","5.33","3","4.32"
"temper","4","2.58","2.56","3.89","4.9","4.61"
"temperament","8","1.83","1.96","4.67","3.8","5.32"
"temperamental","8","1.72","1.74","3.86","5.7","4.61"
"temperance","12","1.9","2.1","5.05","4","6.58"
"temperature","4","2.58","3.71","5.58","4.86","4.64"
"tempest","14","1.96","3.17","4.52","5.26","4.62"
"template","13","2.58","4.19","5.45","3.46","4.86"
"temple","4","2.33","4.53","5.3","3.36","5.84"
"tempo","8","2.12","2.81","5.59","4","6"
"temporal","13","1.79","2.12","4.57","3.38","5.42"
"temporary","6","2.02","2.27","4.33","3.35","4.29"
"tempt","8","2.01","2.1","5","5.29","4.8"
"temptation","6","2.43","1.84","4.5","5.38","5.25"
"tempting","6","2.58","1.93","6.05","6.06","5.17"
"temptress","12","2.05","3.08","4.68","5.43","4.42"
"tenacious","14","2.24","2.31","5.65","4.78","5.42"
"tenant","6","2.11","4.55","4.57","2.59","5.41"
"tend","2","2.34","2","4.8","3.22","6.33"
"tendency","8","2.24","1.83","4.85","3.72","4.68"
"tender","2","2.58","2.58","6.47","3.22","5.85"
"tenderfoot","6","1.21","2.74","4.26","3.16","4.95"
"tenderness","4","2.58","2.06","6.89","3.1","5.08"
"tendon","10","2","4.47","5.11","3.3","4.68"
"tenement","8","1.23","3.58","4.55","3.77","5.05"
"tennis","4","2.58","4.43","5.4","3.89","5.68"
"tenor","6","1.9","3.04","5.48","4","5.69"
"tense","6","2.24","2.35","2.75","5.32","4.72"
"tension","6","2.26","2.6","3.6","5.08","4.53"
"tent","2","2.34","4.96","6.23","3.38","5.91"
"tentative","10","2.58","2.03","5.1","3.4","5.16"
"tenure","13","1.88","2.42","4.6","3.65","5.68"
"tepee","4","0.76","4.85","6.29","4","4.95"
"tequila","12","2.26","4.77","6.27","5.77","5.38"
"term","6","2.44","2.82","5.57","3.6","5.5"
"terminal","6","2.43","3.86","4.27","3.68","4.15"
"terminate","12","2.33","2.29","3.05","4.95","3.25"
"termination","10","2.44","2.47","2.95","5.9","3.38"
"terminator","14","2.43","3.57","5.43","6.05","4.34"
"terminology","14","2.43","2","5.67","2.8","5.32"
"termite","4","2.25","4.7","3.08","4.24","3.53"
"terrain","6","2.31","4.27","5.53","3.09","4.83"
"terrible","2","2.42","2.04","2.1","4.39","3.4"
"terrier","6","1.87","4.62","6.2","3.75","5.32"
"terrific","4","2.44","2.07","7.12","5.46","6.27"
"terrified","2","2.44","2.43","2.51","6.1","3.29"
"terrify","4","2.25","2.71","2.84","6.39","2.79"
"territorial","6","2.58","2.71","4.16","4.29","5.32"
"territory","4","2.24","3.41","5.3","4.32","6.23"
"terror","4","2.25","2.43","2.75","6.35","2.95"
"terrorism","8","2.58","2.79","1.6","7.42","2.69"
"terrorist","6","2.44","3.64","2.35","6.09","3.02"
"terrorize","8","2.15","2.84","2.5","5.95","3.05"
"test","2","2.44","3.93","4.44","4.3","4.06"
"testament","8","2.31","2.7","5","3.94","5.68"
"testify","6","2.44","2.67","4.55","6.16","5.88"
"testimonial","13","2.23","2.92","5.89","3.15","4.8"
"testimony","6","2.35","3.21","5.05","4.22","4.63"
"testosterone","12","2.32","3.79","5.2","6.75","4.73"
"testy","12","1.74","2","3.55","4.55","5.47"
"tetanus","12","1.35","4.19","3.33","5.52","4.2"
"tether","10","1.82","3.67","4.32","4.19","4.7"
"text","6","2.42","4.93","6.5","3.48","6.33"
"textbook","6","2.24","4.86","5","2.94","5.17"
"textile","8","2.33","4.23","4.89","3.38","5.71"
"texture","8","2.44","3.83","5.57","3.33","5.29"
"thank","4","2.12","3","7.77","3.33","6.89"
"thankful","6","2.58","1.69","7.76","4.52","6.55"
"thankless","6","1.77","1.89","3.63","4.86","4.68"
"thanks","2","2.44","2.15","7.73","4.05","6.72"
"thanksgiving","2","2.33","3.33","6.79","4.95","6.25"
"thatch","6","1.63","3.83","5.2","2.8","4.86"
"thaw","4","2.02","3.8","4.95","3.84","5.82"
"theater","2","1.75","4.92","6.14","3.73","5.54"
"theatrical","6","2.34","2.18","5.3","5.36","6.95"
"theatrics","12","1.87","2.43","5.45","5.05","6.21"
"theft","6","2.22","2.93","2.6","5.17","3.93"
"theme","6","2.19","2.72","5.43","3.08","5.9"
"theology","12","2.44","1.93","4.95","3.32","5.35"
"theoretical","12","2.25","1.37","4.8","3.9","4.97"
"theory","8","2.31","1.47","5.65","4.41","5.76"
"therapeutic","12","2.08","2.23","6.29","2.18","6.59"
"therapy","8","2.58","2.85","5.1","3.74","4.73"
"thermal","12","2.32","3.21","5.36","3.48","5.09"
"thermometer","2","2.33","4.96","5.22","3.36","5.32"
"thermos","6","1.89","4.67","5.79","3.15","5.17"
"thermostat","6","2.14","4.87","5.48","3.56","5.73"
"thesis","10","2.22","3.71","4.7","4.1","5.88"
"thick","4","2.44","4","4.63","3.13","5.72"
"thicket","6","1.58","4.26","4.33","3.25","4.45"
"thickness","4","2.31","3.37","5.19","3.74","4.95"
"thief","4","2.42","4.37","2.32","6.05","3.14"
"thigh","6","2.11","4.9","5.22","5.32","5.73"
"thin","2","2.44","3.83","5.47","4.5","5.33"
"thing","2","2.58","3.17","5.55","3.43","5.41"
"think","2","2.43","2.41","6.68","3.75","6.5"
"thinker","4","2.31","2.54","7.26","4.45","7.68"
"third","2","2.32","3.44","5","2.64","5.61"
"thirst","2","2.43","3.04","4.14","4.12","6"
"thirsty","2","2.44","3.86","4.48","4.08","6.2"
"thirteen","4","2.34","3.69","5.11","4.36","4.46"
"thirty","2","2.44","3.75","4.74","3.57","5.7"
"thistle","6","2.24","4.45","4.95","3.9","3.73"
"thong","13","2.44","4.93","5.48","4.68","5.16"
"thorn","4","2.58","5","3.62","4.2","4.1"
"thorny","2","2.15","4.26","3.1","4.92","3.68"
"thorough","6","2.58","1.66","6.15","3.3","7.28"
"thoroughbred","4","2","3.37","6.47","4.65","5.55"
"thoroughfare","10","1.56","3.5","5.19","4.32","5.81"
"thought","4","2.58","1.97","6.76","4.16","6.15"
"thoughtful","2","2.43","1.96","7.26","2.55","6.62"
"thoughtless","2","2.45","1.68","4.05","4.43","4.45"
"thousand","2","2.43","3.08","6.44","3.5","6"
"thrash","6","2.1","3.59","3.48","4.3","5.05"
"thread","2","2.44","4.83","5.5","3.87","5.5"
"threat","6","2.42","2.52","2.63","6.57","3.6"
"threaten","6","2.58","2.63","2.6","6.05","3.29"
"three","2","2.34","3.62","5.43","3.38","5.45"
"threesome","6","2.43","3.52","5.89","5.7","6"
"threshold","8","2.1","3.48","5.53","3.09","4.61"
"thrift","6","2.35","2.36","5.72","2.95","5.93"
"thrill","2","2.32","2.46","7.37","7.19","6.09"
"thriller","4","2.58","2.21","5.75","6","4.57"
"thrive","8","2.07","2.21","6.79","5.65","7.05"
"throat","2","2.34","4.97","4.76","4.2","5.84"
"throne","4","2.42","4.64","5.45","5.22","6.19"
"throttle","6","2.31","4.24","5.55","5.36","5.71"
"throw","2","2.32","4.04","5.55","4.52","6.12"
"throwback","12","2.32","2.23","5.42","4.57","5"
"thrust","8","2.58","3.29","5.75","5.29","6.11"
"thud","8","2.26","3.2","4.24","5.05","4.52"
"thug","8","2.23","4.3","2.52","5.48","3.53"
"thumb","4","2.58","4.96","5.62","3.84","5.79"
"thumbprint","4","1.94","4.69","5.6","4.33","5.03"
"thump","6","2.23","3.77","4.42","4","5.5"
"thunder","2","2.58","4.34","5.74","5.75","3.9"
"thunderbolt","4","2.13","4.28","5.63","6.29","4.17"
"thunderclap","8","1.71","3.96","4.53","5.57","4.18"
"thunderstorm","4","2.26","4.83","5.67","6.1","3.5"
"thyroid","6","2.24","4.61","4.28","3.14","3.13"
"tiara","10","2","4.89","5.48","5.05","5.23"
"tibia","10","1.35","4.48","4.41","3.52","5.56"
"tic","14","1.4","3.77","4.24","4.41","3.71"
"tick","4","2.44","4.57","3.05","3.82","3.62"
"ticker","4","2.05","3.93","4.43","3.84","5.82"
"ticket","2","2.44","4.7","5.28","3.95","5"
"tickle","2","2.43","3.85","6.14","5.86","5.28"
"ticklish","4","2.09","3.22","6.19","4.88","4.39"
"tidal","8","2.01","3.14","5.33","5.05","5.32"
"tide","4","2.44","4.1","6.55","5.47","4.76"
"tidings","8","1.95","2.8","6.25","3.55","4.82"
"tidy","6","2.42","3.03","6.24","2.86","6.75"
"tie","2","2.42","4.81","5.33","3.1","5.17"
"tier","10","1.85","3.67","4.95","3.73","5.63"
"tiger","2","2.44","5","6","5.55","4.4"
"tighten","6","2.58","3.33","5","5.68","6.08"
"tightrope","4","2.43","4.78","4.81","4.18","3.89"
"tights","6","2.26","4.62","5.95","3.45","4.56"
"tile","6","2.43","4.68","5","2.89","4.82"
"tilt","4","2.34","4.04","4.78","4.59","5.8"
"timber","2","2.18","4.9","4.9","3.73","5.37"
"time","2","2.44","3.07","5.6","3.41","4.36"
"timeless","8","2.27","1.57","5.89","3.4","5.45"
"timely","12","2.33","2.28","6.14","3.48","5.9"
"timer","2","2.44","4.69","4.81","4.17","4.27"
"times","4","2.43","2.07","5.91","3.19","6.12"
"timetable","8","2.58","4.08","4.9","3.62","5.56"
"timid","8","2.19","2.22","3.37","3.15","4.69"
"timing","10","2.23","2.86","5.67","3.4","5.36"
"tin","2","2.33","4.87","4.95","2.73","5.54"
"tinfoil","4","1.88","4.96","4.79","3.25","5"
"tingle","4","2.14","3.16","6.23","5.24","5.52"
"tinker","10","2.2","3.19","5.95","2.83","5.95"
"tinkle","6","2.18","3.52","5.55","3.75","5.22"
"tinsel","6","2.01","4.82","5.7","4.05","5.15"
"tiny","2","2.43","3.11","5.1","4.6","6.16"
"tip","4","2.12","4.5","6.77","4.05","5.84"
"tipsy","8","2.16","2.35","5.6","4.7","4.57"
"tiptoe","2","2.25","3.89","5.32","3.76","5.74"
"tire","6","2.16","5","4.55","3.09","5.52"
"tired","2","2.33","3","4.29","3.67","5.06"
"tireless","8","2.19","2.38","4.95","4.41","6.09"
"tiresome","8","2.44","2.08","3.86","2.52","4.73"
"tiring","6","2.17","2.52","3.68","3.55","3.78"
"tissue","2","2.33","4.93","5.3","3.1","5.32"
"tit","8","2.17","4.64","5.76","6.14","4.86"
"titan","10","1.95","3.76","5.71","4.32","6.05"
"titanic","10","2.17","3.93","4.42","4.39","4.53"
"titanium","13","2.32","4.67","5.26","3.78","5.88"
"title","4","2.45","3.32","5.71","2.15","5.25"
"toad","2","2.32","5","6","3.62","4.84"
"toast","2","2.24","4.93","6.73","3.65","6.39"
"toaster","2","2.34","4.9","5.8","3.85","6.23"
"tobacco","2","2.07","4.88","3.37","5","4.13"
"toddler","6","2.58","4.29","6.28","4.2","4.88"
"toe","2","2.18","4.93","5.24","3.1","5.1"
"toenail","4","2.11","4.86","3.95","3.06","5.96"
"toffee","6","2.11","4.89","6.19","5","6.33"
"toga","10","1.82","4.73","5.36","3.75","6.09"
"toil","6","2.15","2.67","3.62","5.55","4.92"
"toilet","2","2.23","4.97","3.71","4.5","6.37"
"token","6","2.44","4.3","5.63","3.09","5.3"
"tolerable","8","2.42","2.04","4.9","4.4","5.73"
"tolerance","8","2.26","2.11","6.43","3.36","5.96"
"tolerant","10","2.44","2.07","5.9","3.09","6"
"tolerate","10","2.45","1.78","6.19","3.14","5.7"
"tomahawk","4","1.85","4.83","4.86","5.19","4.91"
"tomato","4","1.99","5","5.8","2.68","5.46"
"tomb","6","2.58","4.73","3.58","4.06","3.3"
"tombstone","4","2.33","4.71","3.14","4.86","3.89"
"tomcat","4","1.71","4.42","5.16","4.74","4.58"
"ton","2","2.12","4.17","5","3.55","5.08"
"tone","6","2.42","3.07","5.47","3.67","5.18"
"tongs","6","1.94","5","5","3.25","5.25"
"tongue","2","2.43","4.93","6.29","4.25","6.32"
"tonic","6","2.42","4.1","6.05","4.25","5.51"
"tool","4","2.24","4.6","5.07","3.91","5.98"
"toot","4","1.84","3.57","4.74","4","5.53"
"tooth","2","2.43","4.89","5.06","3.52","4.89"
"toothache","4","2.11","3.42","2.32","5.86","2.95"
"toothbrush","2","2.25","5","5.58","3.38","6.21"
"toothless","2","2.34","4.26","2.52","4","3.52"
"toothpaste","2","2.44","4.97","5.21","2.86","6.12"
"top","2","2.35","3.93","6","4.33","6.25"
"topaz","10","1.85","4.37","5.55","3.87","6.19"
"topic","4","2.26","2.59","5.5","3.2","5.96"
"topical","13","2.14","2.76","5.35","3.29","5.73"
"topple","6","1.89","3.59","4.86","3.21","4.9"
"topside","12","1.71","4.04","4.9","3.36","5.63"
"torch","6","2.1","4.76","4.5","5.12","5.86"
"torment","6","2.12","2.62","2.53","6.17","3.96"
"tornado","2","2.58","4.53","3.63","7.45","2.87"
"torpedo","2","2.19","4.96","3.71","4.48","3.89"
"torque","13","1.67","3.28","5.3","4.9","5.06"
"torrent","8","1.98","3.31","4.86","5","4.61"
"torrid","10","1.6","2.17","3.65","3.45","3.9"
"torso","10","2.43","4.83","5.23","3.85","6"
"tortoise","2","2.11","4.87","5.58","3.32","5.54"
"torture","4","2.43","3.59","1.4","5.09","2.76"
"toss","4","2.32","3.96","5","4.18","5.77"
"tot","4","1.2","4.22","6.36","3.14","5.5"
"total","2","2.14","2.8","5.32","4.25","6.89"
"tote","10","1.71","4.38","5.45","4.25","5.63"
"totem","6","1.76","4","5.32","4.78","5.83"
"touch","2","2.58","3.86","6.64","4.9","6.24"
"touchdown","4","2.19","3.88","7.11","4.86","5.91"
"touchy","6","2.43","2.44","4.29","3.88","3.63"
"tough","2","2.45","2.5","4.45","4.24","6"
"toughen","2","2.07","2.41","5.37","4.28","5.94"
"toupee","8","1.56","4.65","4","3.06","4.96"
"tour","4","2.26","3.38","6","4.8","7"
"tourism","10","2.58","3","5.35","4.06","5.65"
"tourist","6","2.43","4.59","5.71","3.57","5.05"
"tournament","4","2.58","4.11","6.24","4.08","5.18"
"tourniquet","10","1.45","4.5","4.05","5.05","4.24"
"tow","6","2.17","3.79","5.38","3.75","5.33"
"towel","2","2.43","4.86","6.14","2.9","5.86"
"tower","4","2.43","4.76","5.24","3.86","5.45"
"towering","6","2.58","2.93","4.35","4.12","5"
"town","4","2.44","4.64","5.59","3.81","5.47"
"township","8","2.19","3.15","5.35","2.9","5.33"
"townspeople","4","1.9","4.21","5.81","2.91","6.06"
"toxic","8","2.44","3.13","2.35","5.29","4.13"
"toxicology","13","1.99","2.4","3.62","3.7","5.17"
"toxin","14","2.26","3.89","2.42","5.52","3.45"
"toy","2","2.44","4.93","7.29","4.29","5.61"
"trace","2","2.43","3.66","4.74","2.84","5.95"
"traceable","6","2.25","2.14","4.63","3.61","5.24"
"tracer","4","1.97","3.57","5.05","3.86","5.28"
"trachea","10","1.63","4.48","4.73","4.21","4.38"
"track","2","2.43","4.31","5.78","3.76","4.67"
"tract","8","2.25","3.46","4.05","3.45","5.05"
"traction","6","2.31","3.59","5.27","4.17","6.16"
"tractor","2","2.33","5","5.05","3.73","5.75"
"trade","2","2.25","3.08","5.91","4.45","6.26"
"trader","4","2.43","3.89","5.47","3.5","5.8"
"tradition","6","2.44","1.69","6.09","4.61","6.37"
"traditional","8","2.34","1.76","5.95","3.76","5.43"
"traffic","2","2.58","4.67","2.18","5.25","5.58"
"tragedy","6","2.19","2.07","2.11","6.8","3.02"
"tragic","6","2.24","2","3.52","5.36","4.2"
"trail","2","2.33","4.46","6.15","4","5.42"
"trailer","4","2.33","4.79","4.44","2.85","5.16"
"train","2","2.44","4.79","6.36","4.05","5.72"
"trainer","2","2.58","4.31","5.16","4","5.25"
"training","2","2.18","3.3","5.19","4.1","6.26"
"trait","8","2.33","2.72","5.44","3.55","5.76"
"traitor","4","2.34","3.69","2.39","4.27","4.73"
"traitorous","6","1.33","1.71","2.32","5.25","4.5"
"trajectory","13","1.89","3.1","4.89","3.33","4.6"
"tramp","4","2.44","3.9","3.3","4.86","3.74"
"trample","4","2.2","3.28","3.73","5","4.76"
"trampoline","6","2.32","5","6.23","5.58","6.14"
"trance","6","2.15","3","5.24","4","3.18"
"tranquil","8","2.44","1.9","7.11","2.61","5.94"
"tranquility","8","2.43","2.33","7.86","3.64","7.61"
"tranquilizer","4","2.02","4.55","4.86","3.12","4.85"
"transaction","8","2.44","2.9","5.26","3.73","5.58"
"transatlantic","8","2.24","2.88","5","4.84","5.42"
"transcend","12","2.01","1.93","5.75","5","6.47"
"transcendent","12","2.17","1.64","5.14","4.33","4.73"
"transcript","6","2.43","4.07","5.24","3.3","6.28"
"transcription","8","2.44","3.32","5.15","4.13","5.05"
"transfer","4","2.33","3.04","5.29","3.22","5.5"
"transference","12","1.89","1.86","4.4","3.44","4.62"
"transform","6","2.25","2.41","6.05","4.86","6.13"
"transformation","6","2.58","2.94","6.14","5.56","5.42"
"transformer","6","2.23","3.75","6.14","5.16","6.05"
"transfusion","6","2.24","3.41","5","4.45","4.3"
"transgression","13","2.08","2.48","3.9","5.25","5"
"transient","12","1.78","2.68","4.21","4.04","4.21"
"transistor","8","1.7","4.12","4.71","3.9","6"
"transit","8","2.28","3.61","4.52","4.05","5.72"
"transition","12","2.44","2.19","5.43","3.65","4.41"
"translate","4","2.32","2.69","5.67","2.75","5.55"
"translation","4","2.43","2.96","5.65","4.48","6"
"translator","6","2.26","3.86","5.05","4","4.76"
"transmission","4","2.58","4","4.62","3.38","4.7"
"transmit","4","2.58","3.31","4.24","4.39","5.3"
"transmitter","6","2.1","4.37","4.95","3.5","5.25"
"transparent","6","2.44","3.18","5.37","3.45","5.33"
"transplant","6","2.44","3.77","4.6","6.37","4.38"
"transport","4","2.58","3.5","5.9","3.76","5.79"
"transportation","4","2.26","3.89","6.1","2.38","5.37"
"trap","2","2.42","4.3","3.24","4.36","3.78"
"trapdoor","12","1.76","4.56","4.19","5.04","4.54"
"trapeze","4","1.8","4.55","5.57","4.8","4.59"
"trapper","2","2.01","3.59","4.47","3.09","4.22"
"trash","2","2.35","4.7","2.74","3.66","4.24"
"trashy","4","2.25","2.81","2.75","5.75","4.73"
"trauma","13","2.44","2.72","2.89","4.87","2.7"
"travel","2","2.23","3.67","7.89","5.55","6.82"
"traveler","2","1.81","4.07","6.39","4.75","5.17"
"traverse","13","1.96","2.88","5","3.6","4.96"
"travesty","14","2.07","2.07","2.85","4.95","3.18"
"tray","4","2.35","4.74","5.14","3.57","6.05"
"treacherous","6","2.17","2.21","2.85","6","3.33"
"treachery","8","2.17","1.69","2.7","5.33","4.8"
"tread","6","2.22","3.57","4.72","3.76","5.3"
"treadmill","13","2.43","4.93","5.19","4.22","5.6"
"treason","6","2.37","2.03","3.05","5.8","3.67"
"treasure","2","2.44","4.32","7.65","6.3","6.04"
"treasurer","6","2.25","3.73","6.43","4.27","6.5"
"treasury","4","2.12","3.33","5.8","4.29","6.04"
"treat","4","2.34","3.79","6.84","5","6.66"
"treatment","4","2.32","2.93","5","4.47","4.53"
"treaty","6","2.23","3.07","5.42","3.7","5.62"
"tree","2","2.34","5","7.59","2.67","5.62"
"tremble","4","2.24","3.61","3.18","5.32","3.79"
"tremendous","6","2.25","2.1","7","3.54","4.9"
"tremor","10","1.99","3.89","4.26","4.72","3.59"
"trench","6","2.18","4.46","4.43","3.22","4.84"
"trend","10","2.32","2.42","5.33","4.45","4.95"
"trespass","2","2.1","3.43","3.27","4.79","5"
"trial","4","2.32","3.07","3.28","5.05","3.89"
"triangle","4","2.32","4.52","5.21","3.5","5.06"
"triangulate","12","2.25","2.81","4.9","4","5.76"
"tribal","8","2.25","2.5","5.17","4.56","4.58"
